label_id	clusters	morphologyColourScheme
18848.0	2	255-7-197-226
18846.0	2	255-7-197-226
18787.0	2	255-7-197-226
18446.0	9	255-0-76-255
19164.0	2	255-7-197-226
18044.0	6	255-209-164-255
18018.0	2	255-7-197-226
18398.0	2	255-7-197-226
17652.0	6	255-209-164-255
18851.0	3	255-98-0-122
18022.0	4	255-254-141-100
19165.0	10	255-114-16-255
18826.0	10	255-114-16-255
18457.0	4	255-254-141-100
18862.0	4	255-254-141-100
18827.0	4	255-254-141-100
18434.0	4	255-254-141-100
17644.0	6	255-209-164-255
18829.0	4	255-254-141-100
18830.0	4	255-254-141-100
18863.0	4	255-254-141-100
18460.0	4	255-254-141-100
18832.0	8	255-222-69-200
18807.0	4	255-254-141-100
17343.0	4	255-254-141-100
18502.0	8	255-222-69-200
18466.0	4	255-254-141-100
18528.0	9	255-0-76-255
18118.0	8	255-222-69-200
19195.0	4	255-254-141-100
18870.0	0	255-255-0-73
18875.0	4	255-254-141-100
18876.0	6	255-209-164-255
18922.0	6	255-209-164-255
18474.0	6	255-209-164-255
17665.0	8	255-222-69-200
17743.0	0	255-255-0-73
18906.0	5	255-181-131-84
18881.0	1	255-147-172-58
19198.0	1	255-147-172-58
18476.0	5	255-181-131-84
18480.0	6	255-209-164-255
18069.0	7	255-98-132-2
18884.0	6	255-209-164-255
16996.0	9	255-0-76-255
18485.0	9	255-0-76-255
19202.0	6	255-209-164-255
19499.0	9	255-0-76-255
18514.0	9	255-0-76-255
19203.0	10	255-114-16-255
18893.0	4	255-254-141-100
18492.0	4	255-254-141-100
18489.0	4	255-254-141-100
17699.0	6	255-209-164-255
17735.0	4	255-254-141-100
19194.0	9	255-0-76-255
19234.0	8	255-222-69-200
19237.0	8	255-222-69-200
18140.0	4	255-254-141-100
19238.0	7	255-98-132-2
18568.0	8	255-222-69-200
18566.0	8	255-222-69-200
18570.0	0	255-255-0-73
19273.0	0	255-255-0-73
18527.0	8	255-222-69-200
19560.0	5	255-181-131-84
18943.0	0	255-255-0-73
18921.0	0	255-255-0-73
18923.0	0	255-255-0-73
16994.0	8	255-222-69-200
19215.0	0	255-255-0-73
18946.0	8	255-222-69-200
18532.0	0	255-255-0-73
18571.0	5	255-181-131-84
19564.0	4	255-254-141-100
18537.0	9	255-0-76-255
18949.0	0	255-255-0-73
18541.0	0	255-255-0-73
17418.0	0	255-255-0-73
19258.0	0	255-255-0-73
17778.0	8	255-222-69-200
18185.0	0	255-255-0-73
18548.0	6	255-209-164-255
17725.0	9	255-0-76-255
15905.0	9	255-0-76-255
18599.0	8	255-222-69-200
18591.0	8	255-222-69-200
18606.0	7	255-98-132-2
18971.0	7	255-98-132-2
19302.0	7	255-98-132-2
18594.0	0	255-255-0-73
17791.0	0	255-255-0-73
19294.0	0	255-255-0-73
18983.0	8	255-222-69-200
18636.0	4	255-254-141-100
19633.0	4	255-254-141-100
19323.0	8	255-222-69-200
19309.0	8	255-222-69-200
19650.0	7	255-98-132-2
19924.0	4	255-254-141-100
19625.0	0	255-255-0-73
19332.0	4	255-254-141-100
18998.0	4	255-254-141-100
19010.0	4	255-254-141-100
12628.0	9	255-0-76-255
11187.0	9	255-0-76-255
19658.0	5	255-181-131-84
19324.0	8	255-222-69-200
19930.0	5	255-181-131-84
19944.0	5	255-181-131-84
19932.0	6	255-209-164-255
19661.0	6	255-209-164-255
19926.0	4	255-254-141-100
18701.0	4	255-254-141-100
17135.0	9	255-0-76-255
19951.0	7	255-98-132-2
19664.0	6	255-209-164-255
17859.0	6	255-209-164-255
19317.0	7	255-98-132-2
20237.0	10	255-114-16-255
19678.0	8	255-222-69-200
19955.0	4	255-254-141-100
19980.0	5	255-181-131-84
20239.0	10	255-114-16-255
19981.0	5	255-181-131-84
19983.0	2	255-7-197-226
19982.0	5	255-181-131-84
19356.0	4	255-254-141-100
19681.0	5	255-181-131-84
19984.0	5	255-181-131-84
19985.0	5	255-181-131-84
19941.0	7	255-98-132-2
19668.0	4	255-254-141-100
19986.0	5	255-181-131-84
19670.0	5	255-181-131-84
19987.0	5	255-181-131-84
19360.0	5	255-181-131-84
19682.0	5	255-181-131-84
19989.0	5	255-181-131-84
19957.0	5	255-181-131-84
19375.0	2	255-7-197-226
19990.0	5	255-181-131-84
20242.0	5	255-181-131-84
19041.0	10	255-114-16-255
20222.0	5	255-181-131-84
19671.0	2	255-7-197-226
19991.0	2	255-7-197-226
19070.0	2	255-7-197-226
19686.0	5	255-181-131-84
19992.0	2	255-7-197-226
19685.0	1	255-147-172-58
20243.0	5	255-181-131-84
19069.0	2	255-7-197-226
19673.0	9	255-0-76-255
16716.0	9	255-0-76-255
19689.0	4	255-254-141-100
20227.0	4	255-254-141-100
19688.0	4	255-254-141-100
19995.0	4	255-254-141-100
19674.0	5	255-181-131-84
19973.0	5	255-181-131-84
18360.0	0	255-255-0-73
19693.0	7	255-98-132-2
19366.0	0	255-255-0-73
18329.0	7	255-98-132-2
19695.0	0	255-255-0-73
19675.0	0	255-255-0-73
19405.0	4	255-254-141-100
19734.0	4	255-254-141-100
20005.0	8	255-222-69-200
19719.0	2	255-7-197-226
19720.0	5	255-181-131-84
19408.0	5	255-181-131-84
19721.0	2	255-7-197-226
20281.0	5	255-181-131-84
19387.0	10	255-114-16-255
20283.0	5	255-181-131-84
20251.0	10	255-114-16-255
19389.0	5	255-181-131-84
20253.0	10	255-114-16-255
19390.0	5	255-181-131-84
19701.0	5	255-181-131-84
19702.0	5	255-181-131-84
20254.0	10	255-114-16-255
18352.0	3	255-98-0-122
19703.0	10	255-114-16-255
20256.0	2	255-7-197-226
20257.0	5	255-181-131-84
19683.0	2	255-7-197-226
19087.0	10	255-114-16-255
20007.0	10	255-114-16-255
19704.0	1	255-147-172-58
20260.0	10	255-114-16-255
20008.0	2	255-7-197-226
19684.0	2	255-7-197-226
19110.0	3	255-98-0-122
19013.0	4	255-254-141-100
19417.0	9	255-0-76-255
19729.0	9	255-0-76-255
19421.0	9	255-0-76-255
17944.0	9	255-0-76-255
19398.0	5	255-181-131-84
16861.0	9	255-0-76-255
20014.0	8	255-222-69-200
19079.0	9	255-0-76-255
20274.0	9	255-0-76-255
19449.0	8	255-222-69-200
19743.0	4	255-254-141-100
20052.0	7	255-98-132-2
19428.0	4	255-254-141-100
19450.0	4	255-254-141-100
20310.0	2	255-7-197-226
19429.0	5	255-181-131-84
20035.0	5	255-181-131-84
20058.0	5	255-181-131-84
19748.0	1	255-147-172-58
20036.0	5	255-181-131-84
20059.0	10	255-114-16-255
19749.0	5	255-181-131-84
19750.0	5	255-181-131-84
19454.0	2	255-7-197-226
20060.0	2	255-7-197-226
19752.0	2	255-7-197-226
19754.0	2	255-7-197-226
19432.0	2	255-7-197-226
20331.0	2	255-7-197-226
19753.0	2	255-7-197-226
19456.0	2	255-7-197-226
18380.0	4	255-254-141-100
20038.0	10	255-114-16-255
19120.0	4	255-254-141-100
18382.0	4	255-254-141-100
18798.0	4	255-254-141-100
18402.0	4	255-254-141-100
19142.0	4	255-254-141-100
19143.0	4	255-254-141-100
19463.0	4	255-254-141-100
18409.0	4	255-254-141-100
20320.0	10	255-114-16-255
19764.0	10	255-114-16-255
19175.0	4	255-254-141-100
20082.0	5	255-181-131-84
20325.0	7	255-98-132-2
19767.0	5	255-181-131-84
19509.0	7	255-98-132-2
19161.0	9	255-0-76-255
13157.0	9	255-0-76-255
19513.0	5	255-181-131-84
19512.0	7	255-98-132-2
19769.0	2	255-7-197-226
19803.0	5	255-181-131-84
19746.0	2	255-7-197-226
20083.0	1	255-147-172-58
19804.0	5	255-181-131-84
19785.0	2	255-7-197-226
19772.0	1	255-147-172-58
20084.0	1	255-147-172-58
20057.0	10	255-114-16-255
19493.0	2	255-7-197-226
19478.0	2	255-7-197-226
16600.0	6	255-209-164-255
19479.0	2	255-7-197-226
20067.0	2	255-7-197-226
20341.0	10	255-114-16-255
19183.0	9	255-0-76-255
19788.0	4	255-254-141-100
19773.0	2	255-7-197-226
19182.0	4	255-254-141-100
19790.0	6	255-209-164-255
19185.0	3	255-98-0-122
19166.0	4	255-254-141-100
19508.0	8	255-222-69-200
18503.0	8	255-222-69-200
18874.0	8	255-222-69-200
18904.0	9	255-0-76-255
20110.0	7	255-98-132-2
19511.0	5	255-181-131-84
18506.0	0	255-255-0-73
19805.0	1	255-147-172-58
18880.0	7	255-98-132-2
18883.0	6	255-209-164-255
19806.0	1	255-147-172-58
19515.0	6	255-209-164-255
19514.0	5	255-181-131-84
20379.0	4	255-254-141-100
19807.0	4	255-254-141-100
19222.0	6	255-209-164-255
20380.0	4	255-254-141-100
19808.0	9	255-0-76-255
19232.0	0	255-255-0-73
19835.0	6	255-209-164-255
18939.0	8	255-222-69-200
19580.0	0	255-255-0-73
20134.0	0	255-255-0-73
19561.0	5	255-181-131-84
20149.0	7	255-98-132-2
20444.0	5	255-181-131-84
20445.0	5	255-181-131-84
18926.0	4	255-254-141-100
18951.0	0	255-255-0-73
20138.0	5	255-181-131-84
18152.0	0	255-255-0-73
19853.0	8	255-222-69-200
18954.0	0	255-255-0-73
17417.0	0	255-255-0-73
16370.0	9	255-0-76-255
17005.0	9	255-0-76-255
19865.0	8	255-222-69-200
19912.0	8	255-222-69-200
19904.0	0	255-255-0-73
20176.0	0	255-255-0-73
19604.0	6	255-209-164-255
19894.0	7	255-98-132-2
19895.0	0	255-255-0-73
19605.0	8	255-222-69-200
20769.0	8	255-222-69-200
19623.0	4	255-254-141-100
21020.0	5	255-181-131-84
20479.0	8	255-222-69-200
19656.0	4	255-254-141-100
20495.0	8	255-222-69-200
19347.0	4	255-254-141-100
19345.0	9	255-0-76-255
20483.0	8	255-222-69-200
19660.0	3	255-98-0-122
20773.0	5	255-181-131-84
20485.0	6	255-209-164-255
20775.0	5	255-181-131-84
17796.0	4	255-254-141-100
19933.0	7	255-98-132-2
20489.0	5	255-181-131-84
19935.0	7	255-98-132-2
19919.0	10	255-114-16-255
19312.0	6	255-209-164-255
20198.0	1	255-147-172-58
17886.0	9	255-0-76-255
17885.0	9	255-0-76-255
17884.0	9	255-0-76-255
20494.0	9	255-0-76-255
20220.0	8	255-222-69-200
20250.0	5	255-181-131-84
20513.0	8	255-222-69-200
20806.0	5	255-181-131-84
21066.0	5	255-181-131-84
20794.0	8	255-222-69-200
20796.0	5	255-181-131-84
20252.0	5	255-181-131-84
21067.0	5	255-181-131-84
21068.0	5	255-181-131-84
20807.0	10	255-114-16-255
20797.0	5	255-181-131-84
19667.0	4	255-254-141-100
20524.0	3	255-98-0-122
20241.0	3	255-98-0-122
20798.0	7	255-98-132-2
19956.0	5	255-181-131-84
21069.0	7	255-98-132-2
20809.0	5	255-181-131-84
21070.0	5	255-181-131-84
20525.0	7	255-98-132-2
12451.0	9	255-0-76-255
20223.0	5	255-181-131-84
20810.0	5	255-181-131-84
20823.0	5	255-181-131-84
21073.0	5	255-181-131-84
20526.0	5	255-181-131-84
20259.0	10	255-114-16-255
20527.0	10	255-114-16-255
21074.0	5	255-181-131-84
20799.0	10	255-114-16-255
21072.0	5	255-181-131-84
20826.0	10	255-114-16-255
19416.0	9	255-0-76-255
18643.0	9	255-0-76-255
19946.0	4	255-254-141-100
19996.0	4	255-254-141-100
19967.0	4	255-254-141-100
18705.0	4	255-254-141-100
32698.0	10	255-114-16-255
20530.0	10	255-114-16-255
18236.0	9	255-0-76-255
20815.0	9	255-0-76-255
20016.0	8	255-222-69-200
20277.0	4	255-254-141-100
20278.0	8	255-222-69-200
21079.0	8	255-222-69-200
19699.0	4	255-254-141-100
21100.0	5	255-181-131-84
20536.0	5	255-181-131-84
19385.0	4	255-254-141-100
20556.0	5	255-181-131-84
20557.0	5	255-181-131-84
21101.0	5	255-181-131-84
21081.0	5	255-181-131-84
20282.0	5	255-181-131-84
20819.0	5	255-181-131-84
20821.0	5	255-181-131-84
21082.0	5	255-181-131-84
20538.0	5	255-181-131-84
20822.0	2	255-7-197-226
20541.0	10	255-114-16-255
19722.0	6	255-209-164-255
20847.0	4	255-254-141-100
20017.0	4	255-254-141-100
20543.0	10	255-114-16-255
20258.0	2	255-7-197-226
19998.0	4	255-254-141-100
20273.0	0	255-255-0-73
21351.0	9	255-0-76-255
20046.0	9	255-0-76-255
20276.0	9	255-0-76-255
19733.0	8	255-222-69-200
20031.0	4	255-254-141-100
20620.0	7	255-98-132-2
20309.0	8	255-222-69-200
20055.0	5	255-181-131-84
20584.0	7	255-98-132-2
20605.0	5	255-181-131-84
20863.0	5	255-181-131-84
20606.0	5	255-181-131-84
21118.0	5	255-181-131-84
21129.0	5	255-181-131-84
21115.0	7	255-98-132-2
20586.0	5	255-181-131-84
20607.0	5	255-181-131-84
20608.0	5	255-181-131-84
21119.0	10	255-114-16-255
21117.0	5	255-181-131-84
20609.0	10	255-114-16-255
21121.0	5	255-181-131-84
20330.0	10	255-114-16-255
20610.0	5	255-181-131-84
20611.0	10	255-114-16-255
20041.0	4	255-254-141-100
21159.0	8	255-222-69-200
20081.0	8	255-222-69-200
19782.0	8	255-222-69-200
20600.0	8	255-222-69-200
20883.0	5	255-181-131-84
21143.0	6	255-209-164-255
20643.0	8	255-222-69-200
20326.0	5	255-181-131-84
19477.0	8	255-222-69-200
20329.0	5	255-181-131-84
21131.0	5	255-181-131-84
20328.0	5	255-181-131-84
19495.0	9	255-0-76-255
19411.0	9	255-0-76-255
19498.0	9	255-0-76-255
20629.0	4	255-254-141-100
19796.0	4	255-254-141-100
20640.0	8	255-222-69-200
20393.0	8	255-222-69-200
19801.0	8	255-222-69-200
21195.0	5	255-181-131-84
20712.0	7	255-98-132-2
21196.0	7	255-98-132-2
20922.0	5	255-181-131-84
16557.0	7	255-98-132-2
20938.0	5	255-181-131-84
20377.0	5	255-181-131-84
20400.0	4	255-254-141-100
20924.0	8	255-222-69-200
20405.0	8	255-222-69-200
19791.0	9	255-0-76-255
20095.0	6	255-209-164-255
18552.0	4	255-254-141-100
19268.0	9	255-0-76-255
20680.0	10	255-114-16-255
20709.0	0	255-255-0-73
20617.0	9	255-0-76-255
20105.0	9	255-0-76-255
20426.0	0	255-255-0-73
19817.0	8	255-222-69-200
20146.0	6	255-209-164-255
20129.0	8	255-222-69-200
20734.0	8	255-222-69-200
20430.0	0	255-255-0-73
20429.0	4	255-254-141-100
20939.0	5	255-181-131-84
17774.0	9	255-0-76-255
20170.0	5	255-181-131-84
18146.0	4	255-254-141-100
20981.0	6	255-209-164-255
20982.0	7	255-98-132-2
18076.0	0	255-255-0-73
19259.0	4	255-254-141-100
16372.0	9	255-0-76-255
19824.0	6	255-209-164-255
20741.0	8	255-222-69-200
19576.0	9	255-0-76-255
20450.0	5	255-181-131-84
20167.0	8	255-222-69-200
19890.0	0	255-255-0-73
16668.0	9	255-0-76-255
20457.0	0	255-255-0-73
20458.0	0	255-255-0-73
20753.0	7	255-98-132-2
19587.0	8	255-222-69-200
20473.0	4	255-254-141-100
20178.0	8	255-222-69-200
20779.0	8	255-222-69-200
21490.0	8	255-222-69-200
20480.0	4	255-254-141-100
21491.0	5	255-181-131-84
20190.0	4	255-254-141-100
21274.0	4	255-254-141-100
18991.0	9	255-0-76-255
19921.0	9	255-0-76-255
21035.0	9	255-0-76-255
20503.0	4	255-254-141-100
20506.0	6	255-209-164-255
20474.0	8	255-222-69-200
21036.0	7	255-98-132-2
21279.0	9	255-0-76-255
21278.0	8	255-222-69-200
21487.0	8	255-222-69-200
21045.0	7	255-98-132-2
21713.0	7	255-98-132-2
21046.0	7	255-98-132-2
21293.0	8	255-222-69-200
20804.0	8	255-222-69-200
21064.0	4	255-254-141-100
21728.0	7	255-98-132-2
21065.0	8	255-222-69-200
21515.0	5	255-181-131-84
21296.0	7	255-98-132-2
21308.0	5	255-181-131-84
21500.0	5	255-181-131-84
21501.0	5	255-181-131-84
21516.0	5	255-181-131-84
21297.0	4	255-254-141-100
21718.0	5	255-181-131-84
21730.0	5	255-181-131-84
21050.0	6	255-209-164-255
21302.0	5	255-181-131-84
21071.0	10	255-114-16-255
21721.0	5	255-181-131-84
21309.0	5	255-181-131-84
21505.0	2	255-7-197-226
21303.0	5	255-181-131-84
21734.0	2	255-7-197-226
21310.0	5	255-181-131-84
20772.0	9	255-0-76-255
21084.0	3	255-98-0-122
19961.0	3	255-98-0-122
21333.0	9	255-0-76-255
20010.0	9	255-0-76-255
21511.0	5	255-181-131-84
20186.0	9	255-0-76-255
21510.0	5	255-181-131-84
21534.0	6	255-209-164-255
21556.0	5	255-181-131-84
21535.0	5	255-181-131-84
21536.0	7	255-98-132-2
21773.0	5	255-181-131-84
21772.0	5	255-181-131-84
21342.0	5	255-181-131-84
21322.0	5	255-181-131-84
21747.0	7	255-98-132-2
21748.0	5	255-181-131-84
21749.0	5	255-181-131-84
21323.0	5	255-181-131-84
21307.0	2	255-7-197-226
21344.0	5	255-181-131-84
21324.0	7	255-98-132-2
21543.0	5	255-181-131-84
20315.0	4	255-254-141-100
20295.0	4	255-254-141-100
20297.0	4	255-254-141-100
21339.0	3	255-98-0-122
19401.0	4	255-254-141-100
20860.0	9	255-0-76-255
20219.0	9	255-0-76-255
16860.0	9	255-0-76-255
20049.0	8	255-222-69-200
20838.0	8	255-222-69-200
20583.0	4	255-254-141-100
21341.0	8	255-222-69-200
21790.0	7	255-98-132-2
20603.0	9	255-0-76-255
11488.0	9	255-0-76-255
20862.0	7	255-98-132-2
21356.0	10	255-114-16-255
21571.0	5	255-181-131-84
21130.0	5	255-181-131-84
21357.0	5	255-181-131-84
21120.0	5	255-181-131-84
21358.0	9	255-0-76-255
19118.0	9	255-0-76-255
15985.0	9	255-0-76-255
20864.0	4	255-254-141-100
20625.0	4	255-254-141-100
14409.0	9	255-0-76-255
21139.0	0	255-255-0-73
20599.0	4	255-254-141-100
21158.0	8	255-222-69-200
21814.0	7	255-98-132-2
21597.0	8	255-222-69-200
21142.0	7	255-98-132-2
21815.0	5	255-181-131-84
21181.0	8	255-222-69-200
20644.0	4	255-254-141-100
20956.0	9	255-0-76-255
20357.0	9	255-0-76-255
21145.0	4	255-254-141-100
18437.0	4	255-254-141-100
21192.0	6	255-209-164-255
21173.0	6	255-209-164-255
20902.0	8	255-222-69-200
21176.0	8	255-222-69-200
21194.0	5	255-181-131-84
21626.0	5	255-181-131-84
20936.0	5	255-181-131-84
20423.0	4	255-254-141-100
20373.0	4	255-254-141-100
21433.0	8	255-222-69-200
19837.0	8	255-222-69-200
20094.0	9	255-0-76-255
17763.0	9	255-0-76-255
20743.0	8	255-222-69-200
21846.0	7	255-98-132-2
19811.0	9	255-0-76-255
21431.0	8	255-222-69-200
21232.0	8	255-222-69-200
20718.0	9	255-0-76-255
21652.0	7	255-98-132-2
19889.0	8	255-222-69-200
20736.0	9	255-0-76-255
18536.0	9	255-0-76-255
21247.0	9	255-0-76-255
20431.0	4	255-254-141-100
21461.0	7	255-98-132-2
20983.0	9	255-0-76-255
20965.0	4	255-254-141-100
19186.0	9	255-0-76-255
20143.0	9	255-0-76-255
21454.0	7	255-98-132-2
14936.0	9	255-0-76-255
21864.0	5	255-181-131-84
21661.0	6	255-209-164-255
20758.0	8	255-222-69-200
21467.0	8	255-222-69-200
21673.0	7	255-98-132-2
21678.0	9	255-0-76-255
21460.0	9	255-0-76-255
21450.0	9	255-0-76-255
20440.0	9	255-0-76-255
21265.0	8	255-222-69-200
20780.0	4	255-254-141-100
22102.0	7	255-98-132-2
15495.0	9	255-0-76-255
21908.0	5	255-181-131-84
21907.0	5	255-181-131-84
21266.0	4	255-254-141-100
21706.0	7	255-98-132-2
21900.0	1	255-147-172-58
21060.0	9	255-0-76-255
21712.0	8	255-222-69-200
21292.0	7	255-98-132-2
21704.0	7	255-98-132-2
21928.0	5	255-181-131-84
21930.0	5	255-181-131-84
21931.0	3	255-98-0-122
21949.0	5	255-181-131-84
21729.0	4	255-254-141-100
22321.0	5	255-181-131-84
22304.0	7	255-98-132-2
22126.0	4	255-254-141-100
21918.0	5	255-181-131-84
21935.0	5	255-181-131-84
22118.0	5	255-181-131-84
21934.0	5	255-181-131-84
21936.0	5	255-181-131-84
22305.0	5	255-181-131-84
21717.0	5	255-181-131-84
22306.0	5	255-181-131-84
21938.0	10	255-114-16-255
21919.0	10	255-114-16-255
21494.0	9	255-0-76-255
16213.0	9	255-0-76-255
22127.0	9	255-0-76-255
17208.0	9	255-0-76-255
21545.0	9	255-0-76-255
22146.0	9	255-0-76-255
21735.0	9	255-0-76-255
21760.0	4	255-254-141-100
21923.0	5	255-181-131-84
21497.0	1	255-147-172-58
21925.0	5	255-181-131-84
22123.0	5	255-181-131-84
21724.0	7	255-98-132-2
22124.0	7	255-98-132-2
22116.0	8	255-222-69-200
22140.0	8	255-222-69-200
21744.0	8	255-222-69-200
21973.0	5	255-181-131-84
21974.0	5	255-181-131-84
21975.0	5	255-181-131-84
22349.0	8	255-222-69-200
22141.0	5	255-181-131-84
21537.0	8	255-222-69-200
22158.0	5	255-181-131-84
21746.0	8	255-222-69-200
21976.0	5	255-181-131-84
22159.0	5	255-181-131-84
22160.0	5	255-181-131-84
22338.0	5	255-181-131-84
22178.0	10	255-114-16-255
22142.0	5	255-181-131-84
21951.0	5	255-181-131-84
21950.0	5	255-181-131-84
21953.0	5	255-181-131-84
22144.0	5	255-181-131-84
16543.0	9	255-0-76-255
21778.0	6	255-209-164-255
20845.0	4	255-254-141-100
21327.0	4	255-254-141-100
21093.0	4	255-254-141-100
20577.0	6	255-209-164-255
18388.0	9	255-0-76-255
20187.0	9	255-0-76-255
21947.0	9	255-0-76-255
21567.0	8	255-222-69-200
21813.0	8	255-222-69-200
21788.0	8	255-222-69-200
22172.0	4	255-254-141-100
21791.0	7	255-98-132-2
22174.0	8	255-222-69-200
22176.0	7	255-98-132-2
20054.0	4	255-254-141-100
22005.0	5	255-181-131-84
21835.0	9	255-0-76-255
21989.0	5	255-181-131-84
21991.0	9	255-0-76-255
21387.0	4	255-254-141-100
19781.0	9	255-0-76-255
16000.0	9	255-0-76-255
22381.0	0	255-255-0-73
22189.0	3	255-98-0-122
21600.0	7	255-98-132-2
22028.0	5	255-181-131-84
22392.0	7	255-98-132-2
22015.0	4	255-254-141-100
22030.0	9	255-0-76-255
21448.0	9	255-0-76-255
21558.0	9	255-0-76-255
21406.0	4	255-254-141-100
22044.0	6	255-209-164-255
22386.0	8	255-222-69-200
20955.0	8	255-222-69-200
19856.0	4	255-254-141-100
16681.0	9	255-0-76-255
22047.0	9	255-0-76-255
22426.0	8	255-222-69-200
21650.0	8	255-222-69-200
21002.0	8	255-222-69-200
22242.0	8	255-222-69-200
22073.0	8	255-222-69-200
21676.0	9	255-0-76-255
22245.0	9	255-0-76-255
21457.0	7	255-98-132-2
22446.0	5	255-181-131-84
19878.0	8	255-222-69-200
17679.0	9	255-0-76-255
20759.0	9	255-0-76-255
18585.0	9	255-0-76-255
21686.0	8	255-222-69-200
22256.0	0	255-255-0-73
21876.0	8	255-222-69-200
21877.0	7	255-98-132-2
22278.0	7	255-98-132-2
22076.0	5	255-181-131-84
22464.0	5	255-181-131-84
20739.0	5	255-181-131-84
22465.0	7	255-98-132-2
21692.0	7	255-98-132-2
22081.0	7	255-98-132-2
21463.0	7	255-98-132-2
22280.0	9	255-0-76-255
21464.0	8	255-222-69-200
20757.0	8	255-222-69-200
22092.0	7	255-98-132-2
22474.0	7	255-98-132-2
22478.0	8	255-222-69-200
22655.0	5	255-181-131-84
22994.0	7	255-98-132-2
22635.0	6	255-209-164-255
22482.0	8	255-222-69-200
21895.0	4	255-254-141-100
22485.0	5	255-181-131-84
22484.0	8	255-222-69-200
21912.0	9	255-0-76-255
22287.0	5	255-181-131-84
22290.0	8	255-222-69-200
22103.0	5	255-181-131-84
22476.0	7	255-98-132-2
22640.0	7	255-98-132-2
22106.0	8	255-222-69-200
22108.0	9	255-0-76-255
22643.0	6	255-209-164-255
22664.0	5	255-181-131-84
22838.0	10	255-114-16-255
22666.0	5	255-181-131-84
22489.0	4	255-254-141-100
22839.0	5	255-181-131-84
22668.0	5	255-181-131-84
22303.0	8	255-222-69-200
22506.0	5	255-181-131-84
22816.0	5	255-181-131-84
22507.0	5	255-181-131-84
22840.0	5	255-181-131-84
22817.0	5	255-181-131-84
22654.0	5	255-181-131-84
22658.0	5	255-181-131-84
22510.0	7	255-98-132-2
22841.0	5	255-181-131-84
22656.0	10	255-114-16-255
22657.0	5	255-181-131-84
22842.0	5	255-181-131-84
22818.0	5	255-181-131-84
22819.0	5	255-181-131-84
20284.0	9	255-0-76-255
21940.0	9	255-0-76-255
22492.0	6	255-209-164-255
22496.0	4	255-254-141-100
22497.0	6	255-209-164-255
22829.0	5	255-181-131-84
22828.0	5	255-181-131-84
22504.0	5	255-181-131-84
22315.0	0	255-255-0-73
22318.0	9	255-0-76-255
22336.0	8	255-222-69-200
22173.0	8	255-222-69-200
22530.0	8	255-222-69-200
22362.0	5	255-181-131-84
22712.0	5	255-181-131-84
22531.0	7	255-98-132-2
22522.0	7	255-98-132-2
22855.0	7	255-98-132-2
22523.0	5	255-181-131-84
22881.0	5	255-181-131-84
22696.0	5	255-181-131-84
22857.0	5	255-181-131-84
23049.0	5	255-181-131-84
22680.0	5	255-181-131-84
22859.0	5	255-181-131-84
22860.0	5	255-181-131-84
22861.0	5	255-181-131-84
22681.0	5	255-181-131-84
22682.0	10	255-114-16-255
22862.0	5	255-181-131-84
21980.0	4	255-254-141-100
21979.0	4	255-254-141-100
17209.0	9	255-0-76-255
22525.0	4	255-254-141-100
20535.0	9	255-0-76-255
22529.0	8	255-222-69-200
21587.0	8	255-222-69-200
22157.0	8	255-222-69-200
22552.0	8	255-222-69-200
22908.0	8	255-222-69-200
21774.0	9	255-0-76-255
21821.0	4	255-254-141-100
22734.0	0	255-255-0-73
22387.0	7	255-98-132-2
22384.0	5	255-181-131-84
22567.0	5	255-181-131-84
22736.0	4	255-254-141-100
21812.0	7	255-98-132-2
22748.0	8	255-222-69-200
22588.0	8	255-222-69-200
22923.0	2	255-7-197-226
21796.0	9	255-0-76-255
21352.0	9	255-0-76-255
22419.0	4	255-254-141-100
22407.0	10	255-114-16-255
22213.0	6	255-209-164-255
22941.0	7	255-98-132-2
22761.0	3	255-98-0-122
22762.0	4	255-254-141-100
22764.0	8	255-222-69-200
21639.0	8	255-222-69-200
22259.0	8	255-222-69-200
22279.0	7	255-98-132-2
21674.0	3	255-98-0-122
22622.0	7	255-98-132-2
22611.0	8	255-222-69-200
22063.0	9	255-0-76-255
22080.0	9	255-0-76-255
21438.0	9	255-0-76-255
20722.0	9	255-0-76-255
22801.0	5	255-181-131-84
21883.0	8	255-222-69-200
22458.0	8	255-222-69-200
22785.0	7	255-98-132-2
22462.0	7	255-98-132-2
21690.0	8	255-222-69-200
22626.0	7	255-98-132-2
22800.0	8	255-222-69-200
23005.0	8	255-222-69-200
23342.0	7	255-98-132-2
22634.0	8	255-222-69-200
22810.0	8	255-222-69-200
22104.0	8	255-222-69-200
23027.0	4	255-254-141-100
23028.0	0	255-255-0-73
23365.0	5	255-181-131-84
23680.0	5	255-181-131-84
23050.0	2	255-7-197-226
23029.0	0	255-255-0-73
23179.0	7	255-98-132-2
23366.0	5	255-181-131-84
23197.0	5	255-181-131-84
23180.0	8	255-222-69-200
23031.0	5	255-181-131-84
23181.0	5	255-181-131-84
23004.0	5	255-181-131-84
23182.0	5	255-181-131-84
23505.0	5	255-181-131-84
23200.0	7	255-98-132-2
23349.0	5	255-181-131-84
23006.0	10	255-114-16-255
23370.0	2	255-7-197-226
23350.0	2	255-7-197-226
23351.0	5	255-181-131-84
23183.0	2	255-7-197-226
23665.0	5	255-181-131-84
22491.0	2	255-7-197-226
23035.0	5	255-181-131-84
23352.0	5	255-181-131-84
23007.0	5	255-181-131-84
